"duree","historique","objet","montant","epargne","anciennete_emploi","taux_endettement","statut","autres_debiteurs","domicile","biens","age","credit_exterieur","logement","emploi","nombre_personnes","telephone","cible","compte","nombre_credit","travailleur_etranger"
30,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",5771,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","voiture ou autre",25,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
12,"retard dans le paiement dans le passe","education",1555,"superieur a 1000 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",55,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit avec impaye","pas de compte courant","2 credits","oui"
24,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",1285,"compte d'epargne inconnu / non","compris entre 4 et 7 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","inconnu / pas de propriete",32,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
6,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",1299,"inferieur a 100 ","compris entre 1 et 4 ans","inferieur a 20%","celibataire","aucun","inferieur a 1 an","immobilier",74,"aucun credit","proprietaire","sans emploi","2 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","3 credits","non"
15,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",1271,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","compris entre 25% et 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",39,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit avec impaye","superieur ou egale a 200 ","2 credits","oui"
24,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",1393,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","celibataire","garant","compris entre 1 et 4 ans","immobilier",31,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",691,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","assurance-vie",35,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","2 credits","oui"
15,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",5045,"compte d'epargne inconnu / non","superieur a 7 ans","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",59,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
18,"compte critique /autres credits existants (pas dans cette banque)","radio / television",2124,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","immobilier",24,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","2 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","appareils menagers",2214,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","assurance-vie",24,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
21,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",12680,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",30,"aucun credit","logement gratuit","cadres","1 personne","avec telephone","credit avec impaye","pas de compte courant","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",2463,"comprise entre 100 et 500 ","compris entre 4 et 7 ans","superieur a 35%","homme: marie/veuf","aucun","compris entre 4 et 7 ans","assurance-vie",27,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","appareils menagers",1155,"inferieur a 100 ","superieur a 7 ans","compris entre 25% et 35%","homme: marie/veuf","garant","compris entre 4 et 7 ans","immobilier",40,"banque ","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
30,"credits deja rembourses jusqu'a maintenant","radio / television",3108,"inferieur a 100 ","inferieur a 1 an","compris entre 20% et 25%","homme:divorce/separe","aucun","superieur a 7 ans","assurance-vie",31,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
10,"credits deja rembourses jusqu'a maintenant","voiture (utilise)",2901,"compte d'epargne inconnu / non","inferieur a 1 an","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","immobilier",31,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","radio / television",3617,"inferieur a 100 ","superieur a 7 ans","inferieur a 20%","celibataire","aucun","superieur a 7 ans","voiture ou autre",28,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","3 credits","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",1655,"inferieur a 100 ","superieur a 7 ans","compris entre 20% et 25%","celibataire","aucun","superieur a 7 ans","immobilier",63,"aucun credit","proprietaire","non qualifie","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
24,"credits deja rembourses jusqu'a maintenant","voiture (utilise)",2812,"compte d'epargne inconnu / non","superieur a 7 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","immobilier",26,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
36,"compte critique /autres credits existants (pas dans cette banque)","vacances",8065,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 25% et 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","inconnu / pas de propriete",25,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","2 credits","oui"
21,"compte critique /autres credits existants (pas dans cette banque)","voiture (utilise)",3275,"inferieur a 100 ","superieur a 7 ans","inferieur a 20%","celibataire","aucun","superieur a 7 ans","voiture ou autre",36,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",2223,"comprise entre 100 et 500 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","assurance-vie",52,"banque ","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",1480,"comprise entre 500 et 1000 ","sans emploi","compris entre 20% et 25%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",66,"banque ","logement gratuit","sans emploi","1 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","3 credits","oui"
24,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",1371,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","immobilier",25,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
36,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",3535,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",37,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
18,"credits deja rembourses jusqu'a maintenant","appareils menagers",3509,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","femme:divorcee/separee/mariee","garant","inferieur a 1 an","immobilier",25,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
36,"compte critique /autres credits existants (pas dans cette banque)","voiture (utilise)",5711,"superieur a 1000 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","voiture ou autre",38,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
18,"credits deja rembourses jusqu'a maintenant","education",3872,"inferieur a 100 ","sans emploi","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",67,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
39,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",4933,"inferieur a 100 ","compris entre 4 et 7 ans","compris entre 20% et 25%","celibataire","garant","compris entre 1 et 4 ans","immobilier",25,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","2 credits","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",1940,"superieur a 1000 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","immobilier",60,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
12,"aucun credit pris /tous les credits ont ete rembourses","formation",1410,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 1 et 4 ans","immobilier",31,"aucun credit","proprietaire","non qualifie","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",836,"comprise entre 100 et 500 ","inferieur a 1 an","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","assurance-vie",23,"banque ","proprietaire","non qualifie","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
20,"credits deja rembourses jusqu'a maintenant","voiture (utilise)",6468,"compte d'epargne inconnu / non","sans emploi","inferieur a 20%","homme:divorce/separe","aucun","superieur a 7 ans","immobilier",60,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","business",1941,"superieur a 1000 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","assurance-vie",35,"aucun credit","proprietaire","non qualifie","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
22,"credits deja rembourses jusqu'a maintenant","appareils menagers",2675,"comprise entre 500 et 1000 ","superieur a 7 ans","compris entre 25% et 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",40,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
48,"compte critique /autres credits existants (pas dans cette banque)","voiture (utilise)",2751,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","voiture ou autre",38,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","2 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
48,"retard dans le paiement dans le passe","vacances",6224,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",50,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
40,"compte critique /autres credits existants (pas dans cette banque)","vacances",5998,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","inconnu / pas de propriete",27,"banque ","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
21,"credits deja rembourses jusqu'a maintenant","business",1188,"inferieur a 100 ","superieur a 7 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","assurance-vie",39,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","voiture (utilise)",6313,"compte d'epargne inconnu / non","superieur a 7 ans","compris entre 25% et 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",41,"aucun credit","proprietaire","cadres","2 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
6,"compte critique /autres credits existants (pas dans cette banque)","radio / television",1221,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","inferieur a 20%","homme: marie/veuf","aucun","compris entre 1 et 4 ans","assurance-vie",27,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
24,"credits deja rembourses jusqu'a maintenant","radio / television",2892,"inferieur a 100 ","superieur a 7 ans","compris entre 25% et 35%","homme:divorce/separe","aucun","superieur a 7 ans","inconnu / pas de propriete",51,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","radio / television",3062,"comprise entre 500 et 1000 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","inconnu / pas de propriete",32,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
9,"credits deja rembourses jusqu'a maintenant","radio / television",2301,"comprise entre 100 et 500 ","inferieur a 1 an","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","assurance-vie",22,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","voiture (utilise)",7511,"compte d'epargne inconnu / non","superieur a 7 ans","inferieur a 20%","celibataire","aucun","superieur a 7 ans","assurance-vie",51,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","2 personne","avec telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","radio / television",1258,"inferieur a 100 ","inferieur a 1 an","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","assurance-vie",22,"aucun credit","locataire","non qualifie","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
24,"retard dans le paiement dans le passe","voiture (nouveau)",717,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","homme: marie/veuf","aucun","superieur a 7 ans","voiture ou autre",54,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
9,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",1549,"compte d'epargne inconnu / non","inferieur a 1 an","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","immobilier",35,"aucun credit","proprietaire","sans emploi","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","vacances",1597,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",54,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
18,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",1795,"inferieur a 100 ","superieur a 7 ans","compris entre 25% et 35%","femme:divorcee/separee/mariee","garant","superieur a 7 ans","immobilier",48,"banque ","locataire","non qualifie","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
20,"compte critique /autres credits existants (pas dans cette banque)","radio / television",4272,"inferieur a 100 ","superieur a 7 ans","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","assurance-vie",24,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","2 credits","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",976,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",35,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",7472,"compte d'epargne inconnu / non","sans emploi","inferieur a 20%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","immobilier",24,"aucun credit","locataire","sans emploi","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
36,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",9271,"inferieur a 100 ","compris entre 4 et 7 ans","compris entre 20% et 25%","celibataire","aucun","inferieur a 1 an","voiture ou autre",24,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
6,"credits deja rembourses jusqu'a maintenant","appareils menagers",590,"inferieur a 100 ","inferieur a 1 an","compris entre 25% et 35%","homme: marie/veuf","aucun","compris entre 4 et 7 ans","immobilier",26,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","non"
12,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",930,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","immobilier",65,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","superieur a 7 ans","oui"
42,"tous les credits de cette banque ont ete rembourses","voiture (utilise)",9283,"inferieur a 100 ","sans emploi","inferieur a 20%","celibataire","aucun","compris entre 1 et 4 ans","inconnu / pas de propriete",55,"banque ","logement gratuit","cadres","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
15,"aucun credit pris /tous les credits ont ete rembourses","voiture (nouveau)",1778,"inferieur a 100 ","inferieur a 1 an","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","inferieur a 1 an","immobilier",26,"aucun credit","locataire","sans emploi","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","2 credits","oui"
8,"credits deja rembourses jusqu'a maintenant","business",907,"inferieur a 100 ","inferieur a 1 an","compris entre 25% et 35%","homme: marie/veuf","aucun","compris entre 1 et 4 ans","immobilier",26,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
6,"credits deja rembourses jusqu'a maintenant","appareils menagers",484,"inferieur a 100 ","compris entre 4 et 7 ans","compris entre 25% et 35%","homme: marie/veuf","garant","compris entre 4 et 7 ans","immobilier",28,"banque ","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
36,"compte critique /autres credits existants (pas dans cette banque)","voiture (utilise)",9629,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",24,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","2 credits","oui"
48,"credits deja rembourses jusqu'a maintenant","reparations",3051,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 25% et 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",54,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
48,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",3931,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",46,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
36,"retard dans le paiement dans le passe","voiture (nouveau)",7432,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","assurance-vie",54,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
6,"credits deja rembourses jusqu'a maintenant","reparations",1338,"comprise entre 500 et 1000 ","compris entre 1 et 4 ans","inferieur a 20%","homme:divorce/separe","aucun","superieur a 7 ans","immobilier",62,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
6,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",1554,"inferieur a 100 ","compris entre 4 et 7 ans","inferieur a 20%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","voiture ou autre",24,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
36,"credits deja rembourses jusqu'a maintenant","mobilier / equipement",15857,"inferieur a 100 ","sans emploi","compris entre 20% et 25%","homme:divorce/separe","co-demandeur","compris entre 4 et 7 ans","voiture ou autre",43,"aucun credit","proprietaire","cadres","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","appareils menagers",1345,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","homme: marie/veuf","aucun","compris entre 4 et 7 ans","immobilier",26,"banque ","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",1101,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 25% et 35%","homme: marie/veuf","aucun","compris entre 1 et 4 ans","immobilier",27,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","appareils menagers",3016,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 25% et 35%","homme: marie/veuf","aucun","inferieur a 1 an","voiture ou autre",24,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","oui"
36,"credits deja rembourses jusqu'a maintenant","radio / television",2712,"inferieur a 100 ","superieur a 7 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 1 et 4 ans","assurance-vie",41,"banque ","proprietaire","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
8,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",731,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","immobilier",47,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","2 credits","oui"
18,"compte critique /autres credits existants (pas dans cette banque)","radio / television",3780,"inferieur a 100 ","inferieur a 1 an","compris entre 25% et 35%","homme:divorce/separe","aucun","compris entre 1 et 4 ans","voiture ou autre",35,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
21,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",1602,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","homme: marie/veuf","aucun","compris entre 4 et 7 ans","voiture ou autre",30,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","inferieur a 0 ","2 credits","oui"
18,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",3966,"inferieur a 100 ","superieur a 7 ans","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","immobilier",33,"banque ","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","3 credits","oui"
18,"aucun credit pris /tous les credits ont ete rembourses","business",4165,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 1 et 4 ans","voiture ou autre",36,"etablissements de credit","proprietaire","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit avec impaye","pas de compte courant","2 credits","oui"
36,"credits deja rembourses jusqu'a maintenant","voiture (utilise)",8335,"compte d'epargne inconnu / non","superieur a 7 ans","compris entre 25% et 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",47,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
48,"retard dans le paiement dans le passe","business",6681,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",38,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","2 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
24,"retard dans le paiement dans le passe","business",2375,"comprise entre 500 et 1000 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","voiture ou autre",44,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","2 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
18,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",1216,"inferieur a 100 ","inferieur a 1 an","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 4 et 7 ans","voiture ou autre",23,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
45,"aucun credit pris /tous les credits ont ete rembourses","business",11816,"inferieur a 100 ","superieur a 7 ans","compris entre 20% et 25%","celibataire","aucun","superieur a 7 ans","voiture ou autre",29,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","2 credits","oui"
24,"credits deja rembourses jusqu'a maintenant","appareils menagers",5084,"compte d'epargne inconnu / non","superieur a 7 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",42,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
15,"credits deja rembourses jusqu'a maintenant","appareils menagers",2327,"inferieur a 100 ","inferieur a 1 an","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","compris entre 4 et 7 ans","immobilier",25,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit avec impaye","superieur ou egale a 200 ","1 credit","oui"
12,"aucun credit pris /tous les credits ont ete rembourses","voiture (nouveau)",1082,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",48,"banque ","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","2 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","appareils menagers",886,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","voiture ou autre",21,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
