duree,historique,objet,montant,epargne,anciennete_emploi,taux_endettement,statut,autres_debiteurs,domicile,biens,age,credit_exterieur,logement,emploi,nombre_personnes,telephone,cible,compte,nombre_credit,travailleur_etranger
24,retard dans le paiement dans le passe,appareils menagers,6403.0,inferieur a 100,inferieur a 1 an,inferieur a 20%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,33.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,appareils menagers,1987.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,immobilier,21.0,aucun credit,locataire,non qualifie,2 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
8,credits deja rembourses jusqu'a maintenant,appareils menagers,760.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,femme:divorcee/separee/mariee,garant,compris entre 1 et 4 ans,immobilier,44.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,voiture (utilise),2603.0,superieur a 1000,compris entre 1 et 4 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,28.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
4,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),3380.0,inferieur a 100,compris entre 4 et 7 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,inferieur a 1 an,immobilier,37.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,2 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
36,tous les credits de cette banque ont ete rembourses,reparations,3990.0,compte d'epargne inconnu / non,inferieur a 1 an,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,inconnu / pas de propriete,29.0,banque,proprietaire,sans emploi,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,voiture (utilise),7870.5,inferieur a 100,compris entre 1 et 4 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,23.0,aucun credit,locataire,cadres,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,2 credits,oui
18,credits deja rembourses jusqu'a maintenant,voiture (nouveau),4380.0,comprise entre 100 et 500,compris entre 1 et 4 ans,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,35.0,aucun credit,proprietaire,non qualifie,2 personne,avec telephone,credit bien rembourse,inferieur a 0,1 credit,oui
6,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),6761.0,inferieur a 100,compris entre 4 et 7 ans,inferieur a 20%,celibataire,aucun,compris entre 4 et 7 ans,inconnu / pas de propriete,45.0,aucun credit,proprietaire,cadres,2 personne,avec telephone,credit bien rembourse,pas de compte courant,2 credits,oui
30,aucun credit pris /tous les credits ont ete rembourses,business,4280.0,comprise entre 100 et 500,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,26.0,aucun credit,locataire,non qualifie,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,2 credits,oui
24,tous les credits de cette banque ont ete rembourses,voiture (nouveau),2325.0,comprise entre 100 et 500,compris entre 4 et 7 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 4 et 7 ans,voiture ou autre,32.0,banque,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
10,tous les credits de cette banque ont ete rembourses,appareils menagers,1048.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,immobilier,23.0,etablissements de credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
21,credits deja rembourses jusqu'a maintenant,appareils menagers,3160.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,assurance-vie,41.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
24,tous les credits de cette banque ont ete rembourses,radio / television,2483.0,comprise entre 500 et 1000,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,immobilier,22.0,etablissements de credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,inferieur a 0,1 credit,oui
39,compte critique /autres credits existants (pas dans cette banque),radio / television,7870.5,compte d'epargne inconnu / non,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,assurance-vie,30.0,aucun credit,proprietaire,cadres,1 personne,avec telephone,credit bien rembourse,inferieur a 0,2 credits,oui
13,compte critique /autres credits existants (pas dans cette banque),business,1797.0,inferieur a 100,inferieur a 1 an,compris entre 25% et 35%,celibataire,aucun,inferieur a 1 an,assurance-vie,28.0,banque,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,inferieur a 0,2 credits,oui
15,credits deja rembourses jusqu'a maintenant,voiture (nouveau),2511.0,inferieur a 100,sans emploi,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,23.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1274.0,inferieur a 100,inferieur a 1 an,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,inferieur a 1 an,immobilier,37.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
21,credits deja rembourses jusqu'a maintenant,voiture (utilise),5248.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,inferieur a 20%,celibataire,aucun,compris entre 4 et 7 ans,voiture ou autre,26.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
15,credits deja rembourses jusqu'a maintenant,voiture (utilise),3029.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,33.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
6,credits deja rembourses jusqu'a maintenant,radio / television,428.0,inferieur a 100,superieur a 7 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,inferieur a 1 an,assurance-vie,49.0,banque,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,inferieur a 0,1 credit,oui
18,credits deja rembourses jusqu'a maintenant,voiture (nouveau),976.0,inferieur a 100,inferieur a 1 an,inferieur a 20%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,voiture ou autre,23.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,business,841.0,comprise entre 100 et 500,compris entre 4 et 7 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,immobilier,23.0,aucun credit,locataire,non qualifie,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
30,compte critique /autres credits existants (pas dans cette banque),appareils menagers,5771.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,voiture ou autre,25.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
12,retard dans le paiement dans le passe,education,1555.0,superieur a 1000,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,55.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,2 personne,sans telephone,credit avec impaye,pas de compte courant,2 credits,oui
24,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1285.0,compte d'epargne inconnu / non,compris entre 4 et 7 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,inconnu / pas de propriete,32.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
6,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),1299.0,inferieur a 100,compris entre 1 et 4 ans,inferieur a 20%,celibataire,aucun,inferieur a 1 an,immobilier,64.5,aucun credit,proprietaire,sans emploi,2 personne,sans telephone,credit bien rembourse,superieur ou egale a 200,3 credits,non
15,compte critique /autres credits existants (pas dans cette banque),appareils menagers,1271.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,39.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,superieur ou egale a 200,2 credits,oui
24,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1393.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,garant,compris entre 1 et 4 ans,immobilier,31.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
12,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),691.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,assurance-vie,35.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,2 credits,oui
15,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),5045.0,compte d'epargne inconnu / non,superieur a 7 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,59.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
18,compte critique /autres credits existants (pas dans cette banque),radio / television,2124.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,immobilier,24.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,2 credits,oui
12,credits deja rembourses jusqu'a maintenant,appareils menagers,2214.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,assurance-vie,24.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
21,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),7870.5,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,30.0,aucun credit,logement gratuit,cadres,1 personne,avec telephone,credit avec impaye,pas de compte courant,1 credit,oui
24,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),2463.0,comprise entre 100 et 500,compris entre 4 et 7 ans,superieur a 35%,homme: marie/veuf,aucun,compris entre 4 et 7 ans,assurance-vie,27.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,2 credits,oui
12,credits deja rembourses jusqu'a maintenant,appareils menagers,1155.0,inferieur a 100,superieur a 7 ans,compris entre 25% et 35%,homme: marie/veuf,garant,compris entre 4 et 7 ans,immobilier,40.0,banque,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
30,credits deja rembourses jusqu'a maintenant,radio / television,3108.0,inferieur a 100,inferieur a 1 an,compris entre 20% et 25%,homme:divorce/separe,aucun,superieur a 7 ans,assurance-vie,31.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
10,credits deja rembourses jusqu'a maintenant,voiture (utilise),2901.0,compte d'epargne inconnu / non,inferieur a 1 an,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,immobilier,31.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
12,compte critique /autres credits existants (pas dans cette banque),radio / television,3617.0,inferieur a 100,superieur a 7 ans,inferieur a 20%,celibataire,aucun,superieur a 7 ans,voiture ou autre,28.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,3 credits,oui
12,compte critique /autres credits existants (pas dans cette banque),appareils menagers,1655.0,inferieur a 100,superieur a 7 ans,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,immobilier,63.0,aucun credit,proprietaire,non qualifie,1 personne,avec telephone,credit bien rembourse,pas de compte courant,2 credits,oui
24,credits deja rembourses jusqu'a maintenant,voiture (utilise),2812.0,compte d'epargne inconnu / non,superieur a 7 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,immobilier,26.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
36,compte critique /autres credits existants (pas dans cette banque),vacances,7870.5,inferieur a 100,compris entre 1 et 4 ans,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,inconnu / pas de propriete,25.0,aucun credit,proprietaire,cadres,1 personne,avec telephone,credit avec impaye,inferieur a 0,2 credits,oui
21,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),3275.0,inferieur a 100,superieur a 7 ans,inferieur a 20%,celibataire,aucun,superieur a 7 ans,voiture ou autre,36.0,aucun credit,proprietaire,cadres,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
24,compte critique /autres credits existants (pas dans cette banque),appareils menagers,2223.0,comprise entre 100 et 500,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,assurance-vie,52.0,banque,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
12,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),1480.0,comprise entre 500 et 1000,sans emploi,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,64.5,banque,logement gratuit,sans emploi,1 personne,sans telephone,credit bien rembourse,superieur ou egale a 200,3 credits,oui
24,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1371.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,immobilier,25.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
36,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),3535.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,37.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,2 credits,oui
18,credits deja rembourses jusqu'a maintenant,appareils menagers,3509.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,femme:divorcee/separee/mariee,garant,inferieur a 1 an,immobilier,25.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
36,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),5711.0,superieur a 1000,superieur a 7 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,38.0,aucun credit,proprietaire,cadres,1 personne,avec telephone,credit bien rembourse,pas de compte courant,2 credits,oui
18,credits deja rembourses jusqu'a maintenant,education,3872.0,inferieur a 100,sans emploi,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,64.5,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
39,compte critique /autres credits existants (pas dans cette banque),appareils menagers,4933.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 20% et 25%,celibataire,garant,compris entre 1 et 4 ans,immobilier,25.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,2 credits,oui
24,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),1940.0,superieur a 1000,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,immobilier,60.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
12,aucun credit pris /tous les credits ont ete rembourses,formation,1410.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,31.0,aucun credit,proprietaire,non qualifie,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,voiture (nouveau),836.0,comprise entre 100 et 500,inferieur a 1 an,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,assurance-vie,23.0,banque,proprietaire,non qualifie,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
20,credits deja rembourses jusqu'a maintenant,voiture (utilise),6468.0,compte d'epargne inconnu / non,sans emploi,inferieur a 20%,homme:divorce/separe,aucun,superieur a 7 ans,immobilier,60.0,aucun credit,proprietaire,cadres,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
18,credits deja rembourses jusqu'a maintenant,business,1941.0,superieur a 1000,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,assurance-vie,35.0,aucun credit,proprietaire,non qualifie,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
22,credits deja rembourses jusqu'a maintenant,appareils menagers,2675.0,comprise entre 500 et 1000,superieur a 7 ans,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,40.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
42,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),2751.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,voiture ou autre,38.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,2 personne,avec telephone,credit bien rembourse,pas de compte courant,2 credits,oui
42,retard dans le paiement dans le passe,vacances,6224.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,50.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
40,compte critique /autres credits existants (pas dans cette banque),vacances,5998.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,inconnu / pas de propriete,27.0,banque,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,inferieur a 0,1 credit,oui
21,credits deja rembourses jusqu'a maintenant,business,1188.0,inferieur a 100,superieur a 7 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,39.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,2 personne,sans telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,voiture (utilise),6313.0,compte d'epargne inconnu / non,superieur a 7 ans,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,41.0,aucun credit,proprietaire,cadres,2 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
6,compte critique /autres credits existants (pas dans cette banque),radio / television,1221.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,inferieur a 20%,homme: marie/veuf,aucun,compris entre 1 et 4 ans,assurance-vie,27.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
24,credits deja rembourses jusqu'a maintenant,radio / television,2892.0,inferieur a 100,superieur a 7 ans,compris entre 25% et 35%,homme:divorce/separe,aucun,superieur a 7 ans,inconnu / pas de propriete,51.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,superieur ou egale a 200,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,radio / television,3062.0,comprise entre 500 et 1000,superieur a 7 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,inconnu / pas de propriete,32.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
9,credits deja rembourses jusqu'a maintenant,radio / television,2301.0,comprise entre 100 et 500,inferieur a 1 an,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,22.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
18,credits deja rembourses jusqu'a maintenant,voiture (utilise),7511.0,compte d'epargne inconnu / non,superieur a 7 ans,inferieur a 20%,celibataire,aucun,superieur a 7 ans,assurance-vie,51.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,2 personne,avec telephone,credit avec impaye,inferieur a 0,1 credit,oui
12,compte critique /autres credits existants (pas dans cette banque),radio / television,1258.0,inferieur a 100,inferieur a 1 an,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,22.0,aucun credit,locataire,non qualifie,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
24,retard dans le paiement dans le passe,voiture (nouveau),717.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,homme: marie/veuf,aucun,superieur a 7 ans,voiture ou autre,54.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,2 credits,oui
9,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1549.0,compte d'epargne inconnu / non,inferieur a 1 an,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,35.0,aucun credit,proprietaire,sans emploi,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
24,compte critique /autres credits existants (pas dans cette banque),vacances,1597.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,54.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,2 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
18,compte critique /autres credits existants (pas dans cette banque),appareils menagers,1795.0,inferieur a 100,superieur a 7 ans,compris entre 25% et 35%,femme:divorcee/separee/mariee,garant,superieur a 7 ans,immobilier,48.0,banque,locataire,non qualifie,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
20,compte critique /autres credits existants (pas dans cette banque),radio / television,4272.0,inferieur a 100,superieur a 7 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,24.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,inferieur a 0,2 credits,oui
12,compte critique /autres credits existants (pas dans cette banque),appareils menagers,976.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,35.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
12,credits deja rembourses jusqu'a maintenant,voiture (nouveau),7472.0,compte d'epargne inconnu / non,sans emploi,inferieur a 20%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,immobilier,24.0,aucun credit,locataire,sans emploi,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
36,credits deja rembourses jusqu'a maintenant,voiture (nouveau),7870.5,inferieur a 100,compris entre 4 et 7 ans,compris entre 20% et 25%,celibataire,aucun,inferieur a 1 an,voiture ou autre,24.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,inferieur a 0,1 credit,oui
6,credits deja rembourses jusqu'a maintenant,appareils menagers,590.0,inferieur a 100,inferieur a 1 an,compris entre 25% et 35%,homme: marie/veuf,aucun,compris entre 4 et 7 ans,immobilier,26.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,non
12,compte critique /autres credits existants (pas dans cette banque),appareils menagers,930.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,immobilier,64.5,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,superieur a 7 ans,oui
42,tous les credits de cette banque ont ete rembourses,voiture (utilise),7870.5,inferieur a 100,sans emploi,inferieur a 20%,celibataire,aucun,compris entre 1 et 4 ans,inconnu / pas de propriete,55.0,banque,logement gratuit,cadres,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
15,aucun credit pris /tous les credits ont ete rembourses,voiture (nouveau),1778.0,inferieur a 100,inferieur a 1 an,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,inferieur a 1 an,immobilier,26.0,aucun credit,locataire,sans emploi,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,2 credits,oui
8,credits deja rembourses jusqu'a maintenant,business,907.0,inferieur a 100,inferieur a 1 an,compris entre 25% et 35%,homme: marie/veuf,aucun,compris entre 1 et 4 ans,immobilier,26.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
6,credits deja rembourses jusqu'a maintenant,appareils menagers,484.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 25% et 35%,homme: marie/veuf,garant,compris entre 4 et 7 ans,immobilier,28.0,banque,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
36,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),7870.5,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,24.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,inferieur a 0,2 credits,oui
42,credits deja rembourses jusqu'a maintenant,reparations,3051.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,54.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
42,credits deja rembourses jusqu'a maintenant,voiture (nouveau),3931.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,46.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,2 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
36,retard dans le paiement dans le passe,voiture (nouveau),7432.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,assurance-vie,54.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
6,credits deja rembourses jusqu'a maintenant,reparations,1338.0,comprise entre 500 et 1000,compris entre 1 et 4 ans,inferieur a 20%,homme:divorce/separe,aucun,superieur a 7 ans,immobilier,62.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
